asset_type	stable_id	opaque_asset_id	revision	review_surface	visual_mode	aspect_ratio	background_mode	detail_density	phone_legibility	print_legibility	crop_tolerance	permitted_contexts	prohibited_contexts	identity_fit	slop_flags	disposition	notes
tool	tool.saw.hacksaw	t049	1	phone=content/assets/derivatives/tools/t049-phone.png;print=content/assets/derivatives/tools/t049-print.png	tonal-line	1:1	near-white-native	single-object-moderate	ledger-pass-at-320x320	ledger-pass-grayscale	none-use-contain	atlas-reference;original-practice-within-recorded-scope	decorative-brand-surface;cropped-or-filtered-use;implied-official-content	compatible-with-framing	none-recorded-in-release-review	constrain-to-reference	Ledger phone/print review: pass. Rights review: pass — original generated geometry; no prohibited source image supplied; no logo/trade dress or official-item reconstruction observed. Exact accepted derivatives only.
tool	tool.utility-knife	t050	1	phone=content/assets/derivatives/tools/t050-phone.png;print=content/assets/derivatives/tools/t050-print.png	tonal-line	1:1	near-white-native	single-object-moderate	ledger-pass-at-320x320	ledger-pass-grayscale	none-use-contain	atlas-reference;original-practice-within-recorded-scope	decorative-brand-surface;cropped-or-filtered-use;implied-official-content	compatible-with-framing	none-recorded-in-release-review	constrain-to-reference	Ledger phone/print review: pass. Rights review: pass — original generated geometry; no prohibited source image supplied; no logo/trade dress or official-item reconstruction observed. Exact accepted derivatives only.
tool	tool.putty-knife	t051	1	phone=content/assets/derivatives/tools/t051-phone.png;print=content/assets/derivatives/tools/t051-print.png	tonal-line	1:1	near-white-native	single-object-moderate	ledger-pass-at-320x320	ledger-pass-grayscale	none-use-contain	atlas-reference;original-practice-within-recorded-scope	decorative-brand-surface;cropped-or-filtered-use;implied-official-content	compatible-with-framing	none-recorded-in-release-review	constrain-to-reference	Ledger phone/print review: pass. Rights review: pass — original generated geometry; no prohibited source image supplied; no logo/trade dress or official-item reconstruction observed. Exact accepted derivatives only.
tool	tool.paint-scraper	t052	1	phone=content/assets/derivatives/tools/t052-phone.png;print=content/assets/derivatives/tools/t052-print.png	tonal-line	1:1	near-white-native	single-object-moderate	ledger-pass-at-320x320	ledger-pass-grayscale	none-use-contain	atlas-reference;original-practice-within-recorded-scope	decorative-brand-surface;cropped-or-filtered-use;implied-official-content	compatible-with-framing	none-recorded-in-release-review	constrain-to-reference	Ledger phone/print review: pass. Rights review: pass — original generated geometry; no prohibited source image supplied; no logo/trade dress or official-item reconstruction observed. Exact accepted derivatives only.
tool	tool.tape-measure	t053	1	phone=content/assets/derivatives/tools/t053-phone.png;print=content/assets/derivatives/tools/t053-print.png	tonal-line	1:1	near-white-native	single-object-moderate	ledger-pass-at-320x320	ledger-pass-grayscale	none-use-contain	atlas-reference;original-practice-within-recorded-scope	decorative-brand-surface;cropped-or-filtered-use;implied-official-content	compatible-with-framing	none-recorded-in-release-review	constrain-to-reference	Ledger phone/print review: pass. Rights review: pass — original generated geometry; no prohibited source image supplied; no logo/trade dress or official-item reconstruction observed. Exact accepted derivatives only.
tool	tool.level	t054	1	phone=content/assets/derivatives/tools/t054-phone.png;print=content/assets/derivatives/tools/t054-print.png	tonal-line	1:1	near-white-native	single-object-moderate	ledger-pass-at-320x320	ledger-pass-grayscale	none-use-contain	atlas-reference;original-practice-within-recorded-scope	decorative-brand-surface;cropped-or-filtered-use;implied-official-content	compatible-with-framing	none-recorded-in-release-review	constrain-to-reference	Ledger phone/print review: pass. Rights review: pass — original generated geometry; no prohibited source image supplied; no logo/trade dress or official-item reconstruction observed. Exact accepted derivatives only.
tool	tool.square	t055	1	phone=content/assets/derivatives/tools/t055-phone.png;print=content/assets/derivatives/tools/t055-print.png	tonal-line	1:1	near-white-native	single-object-moderate	ledger-pass-at-320x320	ledger-pass-grayscale	none-use-contain	atlas-reference;original-practice-within-recorded-scope	decorative-brand-surface;cropped-or-filtered-use;implied-official-content	compatible-with-framing	none-recorded-in-release-review	constrain-to-reference	Ledger phone/print review: pass. Rights review: pass — original generated geometry; no prohibited source image supplied; no logo/trade dress or official-item reconstruction observed. Exact accepted derivatives only.
tool	tool.plunger.cup	t056	1	phone=content/assets/derivatives/tools/t056-phone.png;print=content/assets/derivatives/tools/t056-print.png	tonal-line	1:1	near-white-native	single-object-moderate	ledger-pass-at-320x320	ledger-pass-grayscale	none-use-contain	atlas-reference;original-practice-within-recorded-scope	decorative-brand-surface;cropped-or-filtered-use;implied-official-content	compatible-with-framing	none-recorded-in-release-review	constrain-to-reference	Ledger phone/print review: pass. Rights review: pass — original generated geometry; no prohibited source image supplied; no logo/trade dress or official-item reconstruction observed. Exact accepted derivatives only.
tool	tool.plunger.flange	t057	1	phone=content/assets/derivatives/tools/t057-phone.png;print=content/assets/derivatives/tools/t057-print.png	tonal-line	1:1	near-white-native	single-object-moderate	ledger-pass-at-320x320	ledger-pass-grayscale	none-use-contain	atlas-reference;original-practice-within-recorded-scope	decorative-brand-surface;cropped-or-filtered-use;implied-official-content	compatible-with-framing	none-recorded-in-release-review	constrain-to-reference	Ledger phone/print review: pass. Rights review: pass — original generated geometry; no prohibited source image supplied; no logo/trade dress or official-item reconstruction observed. Exact accepted derivatives only.
tool	tool.drain-snake	t058	1	phone=content/assets/derivatives/tools/t058-phone.png;print=content/assets/derivatives/tools/t058-print.png	tonal-line	1:1	near-white-native	single-object-moderate	ledger-pass-at-320x320	ledger-pass-grayscale	none-use-contain	atlas-reference;original-practice-within-recorded-scope	decorative-brand-surface;cropped-or-filtered-use;implied-official-content	compatible-with-framing	none-recorded-in-release-review	constrain-to-reference	Ledger phone/print review: pass. Rights review: pass — original generated geometry; no prohibited source image supplied; no logo/trade dress or official-item reconstruction observed. Exact accepted derivatives only.
tool	tool.pipe-reamer	t059	1	phone=content/assets/derivatives/tools/t059-phone.png;print=content/assets/derivatives/tools/t059-print.png	tonal-line	1:1	near-white-native	single-object-moderate	ledger-pass-at-320x320	ledger-pass-grayscale	none-use-contain	atlas-reference;original-practice-within-recorded-scope	decorative-brand-surface;cropped-or-filtered-use;implied-official-content	compatible-with-framing	none-recorded-in-release-review	constrain-to-reference	Ledger phone/print review: pass. Rights review: pass — original generated geometry; no prohibited source image supplied; no logo/trade dress or official-item reconstruction observed. Exact accepted derivatives only.
tool	tool.soldering-gun	t060	1	phone=content/assets/derivatives/tools/t060-phone.png;print=content/assets/derivatives/tools/t060-print.png	tonal-line	1:1	near-white-native	single-object-moderate	ledger-pass-at-320x320	ledger-pass-grayscale	none-use-contain	atlas-reference;identification-contrast-only	decorative-brand-surface;cropped-or-filtered-use;implied-official-content;skilled-work-scope-claim;operation-teaching	assessment-only	none-recorded-in-release-review	future-separate-review	Ledger phone/print review: pass. Rights review: pass — original generated geometry; no prohibited source image supplied; no logo/trade dress or official-item reconstruction observed. Gate: Identification contrast only; the image does not establish skilled electrical work as entry-level operational scope.
tool	access.stepladder	t061	1	phone=content/assets/derivatives/tools/t061-phone.png;print=content/assets/derivatives/tools/t061-print.png	tonal-line	1:1	near-white-native	single-object-moderate	ledger-pass-at-320x320	ledger-pass-grayscale	none-use-contain	atlas-reference;original-practice-within-recorded-scope	decorative-brand-surface;cropped-or-filtered-use;implied-official-content	compatible-with-framing	none-recorded-in-release-review	constrain-to-reference	Ledger phone/print review: pass. Rights review: pass — original generated geometry; no prohibited source image supplied; no logo/trade dress or official-item reconstruction observed. Exact accepted derivatives only.
tool	access.extension-ladder	t062	1	phone=content/assets/derivatives/tools/t062-phone.png;print=content/assets/derivatives/tools/t062-print.png	tonal-line	1:1	near-white-native	single-object-moderate	ledger-pass-at-320x320	ledger-pass-grayscale	none-use-contain	atlas-reference;original-practice-within-recorded-scope	decorative-brand-surface;cropped-or-filtered-use;implied-official-content	compatible-with-framing	none-recorded-in-release-review	constrain-to-reference	Ledger phone/print review: pass. Rights review: pass — original generated geometry; no prohibited source image supplied; no logo/trade dress or official-item reconstruction observed. Exact accepted derivatives only.
tool	ppe.safety-glasses	t063	1	phone=content/assets/derivatives/tools/t063-phone.png;print=content/assets/derivatives/tools/t063-print.png	tonal-line	1:1	near-white-native	single-object-moderate	ledger-pass-at-320x320	ledger-pass-grayscale	none-use-contain	atlas-reference;original-practice-within-recorded-scope	decorative-brand-surface;cropped-or-filtered-use;implied-official-content	compatible-with-framing	none-recorded-in-release-review	constrain-to-reference	Ledger phone/print review: pass. Rights review: pass — original generated geometry; no prohibited source image supplied; no logo/trade dress or official-item reconstruction observed. Exact accepted derivatives only.
tool	ppe.ear-plugs	t064	1	phone=content/assets/derivatives/tools/t064-phone.png;print=content/assets/derivatives/tools/t064-print.png	tonal-line	1:1	near-white-native	single-object-moderate	ledger-pass-at-320x320	ledger-pass-grayscale	none-use-contain	atlas-reference;original-practice-within-recorded-scope	decorative-brand-surface;cropped-or-filtered-use;implied-official-content	compatible-with-framing	none-recorded-in-release-review	constrain-to-reference	Ledger phone/print review: pass. Rights review: pass — original generated geometry; no prohibited source image supplied; no logo/trade dress or official-item reconstruction observed. Exact accepted derivatives only.
tool	safety.wet-floor-sign	t065	1	phone=content/assets/derivatives/tools/t065-phone.png;print=content/assets/derivatives/tools/t065-print.png	tonal-line	1:1	near-white-native	single-object-moderate	ledger-pass-at-320x320	ledger-pass-grayscale	none-use-contain	atlas-reference;original-practice-within-recorded-scope	decorative-brand-surface;cropped-or-filtered-use;implied-official-content	compatible-with-framing	none-recorded-in-release-review	constrain-to-reference	Ledger phone/print review: pass. Rights review: pass — original generated geometry; no prohibited source image supplied; no logo/trade dress or official-item reconstruction observed. Exact accepted derivatives only.
comparison	comparison.floor-machine-burnisher	p001	1	phone=content/assets/derivatives/comparisons/p001-phone.png;print=content/assets/derivatives/comparisons/p001-print.png	tonal-line	2:1	near-white-native	two-or-three-object-moderate	ledger-pass-at-640x320	ledger-pass-grayscale	none-use-entire-comparison	atlas-reference;unscored-comparison-only	decorative-brand-surface;cropped-or-filtered-use;implied-official-content;scored-comparison-until-specialist-signoff	assessment-only	none-recorded-in-release-review	future-separate-review	Ledger phone/print review: pass; accepted master inputs only; no feature borrowing. Rights status: covered by release-level independent review; no comparison-row rights field. Gate: Before scored floor-machine versus burnisher comparison use, obtain specialist comparative signoff; accessory and chassis geometry are representative, not universal.
comparison	comparison.pipe-adjustable-wrench	p002	2	phone=content/assets/derivatives/comparisons/p002-phone.png;print=content/assets/derivatives/comparisons/p002-print.png	tonal-line	2:1	near-white-native	two-or-three-object-moderate	ledger-pass-at-640x320	ledger-pass-grayscale	none-use-entire-comparison	atlas-reference;original-practice-comparison	decorative-brand-surface;cropped-or-filtered-use;implied-official-content	assessment-only	none-recorded-in-release-review	use-as-is	Ledger phone/print review: pass; accepted master inputs only; no feature borrowing. Rights status: covered by release-level independent review; no comparison-row rights field. Exact accepted derivatives only.
comparison	comparison.cup-flange-plunger	p003	1	phone=content/assets/derivatives/comparisons/p003-phone.png;print=content/assets/derivatives/comparisons/p003-print.png	tonal-line	2:1	near-white-native	two-or-three-object-moderate	ledger-pass-at-640x320	ledger-pass-grayscale	none-use-entire-comparison	atlas-reference;original-practice-comparison	decorative-brand-surface;cropped-or-filtered-use;implied-official-content	assessment-only	none-recorded-in-release-review	constrain-to-assessment	Ledger phone/print review: pass; accepted master inputs only; no feature borrowing. Rights status: covered by release-level independent review; no comparison-row rights field. Exact accepted derivatives only.
comparison	comparison.crosscut-rip-saw	p004	1	phone=content/assets/derivatives/comparisons/p004-phone.png;print=content/assets/derivatives/comparisons/p004-print.png	tonal-line	2:1	near-white-native	two-or-three-object-moderate	ledger-pass-at-640x320	ledger-pass-grayscale	none-use-entire-comparison	atlas-reference;unscored-comparison-only	decorative-brand-surface;cropped-or-filtered-use;implied-official-content;scored-comparison-until-specialist-signoff	assessment-only	none-recorded-in-release-review	future-separate-review	Ledger phone/print review: pass; accepted master inputs only; no feature borrowing. Rights status: covered by release-level independent review; no comparison-row rights field. Gate: Crosscut/rip scored comparison remains gated on specialist tooth-geometry review at native and 320 px sizes.
comparison	comparison.claw-ball-peen-hammer	p005	1	phone=content/assets/derivatives/comparisons/p005-phone.png;print=content/assets/derivatives/comparisons/p005-print.png	tonal-line	2:1	near-white-native	two-or-three-object-moderate	ledger-pass-at-640x320	ledger-pass-grayscale	none-use-entire-comparison	atlas-reference;original-practice-comparison	decorative-brand-surface;cropped-or-filtered-use;implied-official-content	assessment-only	none-recorded-in-release-review	constrain-to-assessment	Ledger phone/print review: pass; accepted master inputs only; no feature borrowing. Rights status: covered by release-level independent review; no comparison-row rights field. Exact accepted derivatives only.
comparison	comparison.step-extension-ladder	p006	1	phone=content/assets/derivatives/comparisons/p006-phone.png;print=content/assets/derivatives/comparisons/p006-print.png	tonal-line	2:1	near-white-native	two-or-three-object-moderate	ledger-pass-at-640x320	ledger-pass-grayscale	none-use-entire-comparison	atlas-reference;original-practice-comparison	decorative-brand-surface;cropped-or-filtered-use;implied-official-content	assessment-only	none-recorded-in-release-review	constrain-to-assessment	Ledger phone/print review: pass; accepted master inputs only; no feature borrowing. Rights status: covered by release-level independent review; no comparison-row rights field. Exact accepted derivatives only.
comparison	comparison.dust-wet-mop	p007	1	phone=content/assets/derivatives/comparisons/p007-phone.png;print=content/assets/derivatives/comparisons/p007-print.png	tonal-line	2:1	near-white-native	two-or-three-object-moderate	ledger-pass-at-640x320	ledger-pass-grayscale	none-use-entire-comparison	atlas-reference;original-practice-comparison	decorative-brand-surface;cropped-or-filtered-use;implied-official-content	assessment-only	none-recorded-in-release-review	constrain-to-assessment	Ledger phone/print review: pass; accepted master inputs only; no feature borrowing. Rights status: covered by release-level independent review; no comparison-row rights field. Exact accepted derivatives only.
comparison	comparison.floor-window-squeegee	p008	1	phone=content/assets/derivatives/comparisons/p008-phone.png;print=content/assets/derivatives/comparisons/p008-print.png	tonal-line	2:1	near-white-native	two-or-three-object-moderate	ledger-pass-at-640x320	ledger-pass-grayscale	none-use-entire-comparison	atlas-reference;original-practice-comparison	decorative-brand-surface;cropped-or-filtered-use;implied-official-content	assessment-only	none-recorded-in-release-review	constrain-to-assessment	Ledger phone/print review: pass; accepted master inputs only; no feature borrowing. Rights status: covered by release-level independent review; no comparison-row rights field. Exact accepted derivatives only.
comparison	comparison.upright-vacuum-carpet-extractor	p009	1	phone=content/assets/derivatives/comparisons/p009-phone.png;print=content/assets/derivatives/comparisons/p009-print.png	tonal-line	2:1	near-white-native	two-or-three-object-moderate	ledger-pass-at-640x320	ledger-pass-grayscale	none-use-entire-comparison	atlas-reference;unscored-comparison-only	decorative-brand-surface;cropped-or-filtered-use;implied-official-content;scored-comparison-until-specialist-signoff	assessment-only	none-recorded-in-release-review	future-separate-review	Ledger phone/print review: pass; accepted master inputs only; no feature borrowing. Rights status: covered by release-level independent review; no comparison-row rights field. Gate: Before scored upright-vacuum versus carpet-extractor comparison use, obtain specialist comparative signoff; the selected drawings represent specific generic configurations, not universal silhouettes.
comparison	comparison.slip-joint-tongue-groove-pliers	p010	1	phone=content/assets/derivatives/comparisons/p010-phone.png;print=content/assets/derivatives/comparisons/p010-print.png	tonal-line	2:1	near-white-native	two-or-three-object-moderate	ledger-pass-at-640x320	ledger-pass-grayscale	none-use-entire-comparison	atlas-reference;original-practice-comparison	decorative-brand-surface;cropped-or-filtered-use;implied-official-content	assessment-only	none-recorded-in-release-review	constrain-to-assessment	Ledger phone/print review: pass; accepted master inputs only; no feature borrowing. Rights status: covered by release-level independent review; no comparison-row rights field. Exact accepted derivatives only.
comparison	comparison.needle-nose-diagonal-pliers	p011	1	phone=content/assets/derivatives/comparisons/p011-phone.png;print=content/assets/derivatives/comparisons/p011-print.png	tonal-line	2:1	near-white-native	two-or-three-object-moderate	ledger-pass-at-640x320	ledger-pass-grayscale	none-use-entire-comparison	atlas-reference;original-practice-comparison	decorative-brand-surface;cropped-or-filtered-use;implied-official-content	assessment-only	none-recorded-in-release-review	constrain-to-assessment	Ledger phone/print review: pass; accepted master inputs only; no feature borrowing. Rights status: covered by release-level independent review; no comparison-row rights field. Exact accepted derivatives only.
comparison	comparison.putty-knife-paint-scraper	p012	1	phone=content/assets/derivatives/comparisons/p012-phone.png;print=content/assets/derivatives/comparisons/p012-print.png	tonal-line	2:1	near-white-native	two-or-three-object-moderate	ledger-pass-at-640x320	ledger-pass-grayscale	none-use-entire-comparison	atlas-reference;original-practice-comparison	decorative-brand-surface;cropped-or-filtered-use;implied-official-content	assessment-only	none-recorded-in-release-review	constrain-to-assessment	Ledger phone/print review: pass; accepted master inputs only; no feature borrowing. Rights status: covered by release-level independent review; no comparison-row rights field. Exact accepted derivatives only.
comparison	comparison.c-clamp-locking-bar-clamp	p013	1	phone=content/assets/derivatives/comparisons/p013-phone.png;print=content/assets/derivatives/comparisons/p013-print.png	tonal-line	2:1	near-white-native	two-or-three-object-moderate	ledger-pass-at-640x320	ledger-pass-grayscale	none-use-entire-comparison	atlas-reference;original-practice-comparison	decorative-brand-surface;cropped-or-filtered-use;implied-official-content	assessment-only	none-recorded-in-release-review	constrain-to-assessment	Ledger phone/print review: pass; accepted master inputs only; no feature borrowing. Rights status: covered by release-level independent review; no comparison-row rights field. Exact accepted derivatives only.
comparison	comparison.push-broom-deck-brush	p014	1	phone=content/assets/derivatives/comparisons/p014-phone.png;print=content/assets/derivatives/comparisons/p014-print.png	tonal-line	2:1	near-white-native	two-or-three-object-moderate	ledger-pass-at-640x320	ledger-pass-grayscale	none-use-entire-comparison	atlas-reference;original-practice-comparison	decorative-brand-surface;cropped-or-filtered-use;implied-official-content	assessment-only	none-recorded-in-release-review	constrain-to-assessment	Ledger phone/print review: pass; accepted master inputs only; no feature borrowing. Rights status: covered by release-level independent review; no comparison-row rights field. Exact accepted derivatives only.
scene	scene.slip.hallway-wet-floor	s001	n/a	phone=content/assets/derivatives/scenes/s001-phone.png;print=content/assets/derivatives/scenes/s001-print.png	tonal-line	3:2	contextual-full-scene	environmental-scene-high	ledger-independent-review-pass-at-720x480	ledger-independent-review-pass-grayscale	none-preserve-full-scene	hazard-task-frame;hazard-reference	decorative-brand-surface;cropped-or-filtered-use;outside-hazard-task-frame	assessment-only	mixed-library-rendering-mode-requires-explicit-frame	constrain-to-assessment	Independent scene review: pass. Rights/provenance review: pass — text-only original generation; no source image or prohibited reconstruction supplied; native C2PA retained.
scene	scene.slip.lobby-raised-mat	s002	n/a	phone=content/assets/derivatives/scenes/s002-phone.png;print=content/assets/derivatives/scenes/s002-print.png	tonal-line	3:2	contextual-full-scene	environmental-scene-high	ledger-independent-review-pass-at-720x480	ledger-independent-review-pass-grayscale	none-preserve-full-scene	hazard-task-frame;hazard-reference	decorative-brand-surface;cropped-or-filtered-use;outside-hazard-task-frame	assessment-only	mixed-library-rendering-mode-requires-explicit-frame	constrain-to-assessment	Independent scene review: pass. Rights/provenance review: pass — text-only original generation; no source image or prohibited reconstruction supplied; native C2PA retained.
scene	scene.egress.stairwell-boxes	s003	n/a	phone=content/assets/derivatives/scenes/s003-phone.png;print=content/assets/derivatives/scenes/s003-print.png	tonal-line	3:2	contextual-full-scene	environmental-scene-high	ledger-independent-review-pass-at-720x480	ledger-independent-review-pass-grayscale	none-preserve-full-scene	hazard-task-frame;hazard-reference	decorative-brand-surface;cropped-or-filtered-use;outside-hazard-task-frame	assessment-only	mixed-library-rendering-mode-requires-explicit-frame	constrain-to-assessment	Independent scene review: pass. Rights/provenance review: pass — text-only original generation; no source image or prohibited reconstruction supplied; native C2PA retained.
scene	scene.egress.gym-exit-obstruction	s004	n/a	phone=content/assets/derivatives/scenes/s004-phone.png;print=content/assets/derivatives/scenes/s004-print.png	tonal-line	3:2	contextual-full-scene	environmental-scene-high	ledger-independent-review-pass-at-720x480	ledger-independent-review-pass-grayscale	none-preserve-full-scene	hazard-task-frame;hazard-reference	decorative-brand-surface;cropped-or-filtered-use;outside-hazard-task-frame	assessment-only	mixed-library-rendering-mode-requires-explicit-frame	constrain-to-assessment	Independent scene review: pass. Rights/provenance review: pass — text-only original generation; no source image or prohibited reconstruction supplied; native C2PA retained.
scene	scene.chemical.closet-unidentified-container	s005	n/a	phone=content/assets/derivatives/scenes/s005-phone.png;print=content/assets/derivatives/scenes/s005-print.png	photoreal-color	3:2	contextual-full-scene	environmental-scene-high	ledger-independent-review-pass-at-720x480	ledger-independent-review-pass-grayscale	none-preserve-full-scene	hazard-task-frame;hazard-reference	decorative-brand-surface;cropped-or-filtered-use;outside-hazard-task-frame	assessment-only	mixed-library-rendering-mode-requires-explicit-frame	constrain-to-assessment	Independent scene review: pass. Rights/provenance review: pass — text-only original generation; no source image or prohibited reconstruction supplied; native C2PA retained.
scene	scene.chemical.kitchen-chemicals-over-foodware	s006	n/a	phone=content/assets/derivatives/scenes/s006-phone.png;print=content/assets/derivatives/scenes/s006-print.png	photoreal-color	3:2	contextual-full-scene	environmental-scene-high	ledger-independent-review-pass-at-720x480	ledger-independent-review-pass-grayscale	none-preserve-full-scene	hazard-task-frame;hazard-reference	decorative-brand-surface;cropped-or-filtered-use;outside-hazard-task-frame	assessment-only	mixed-library-rendering-mode-requires-explicit-frame	constrain-to-assessment	Independent scene review: pass. Rights/provenance review: pass — text-only original generation; no source image or prohibited reconstruction supplied; native C2PA retained.
scene	scene.electrical.utility-damaged-cord	s007	n/a	phone=content/assets/derivatives/scenes/s007-phone.png;print=content/assets/derivatives/scenes/s007-print.png	tonal-line	3:2	contextual-full-scene	environmental-scene-high	ledger-independent-review-pass-at-720x480	ledger-independent-review-pass-grayscale	none-preserve-full-scene	hazard-task-frame;hazard-reference	decorative-brand-surface;cropped-or-filtered-use;outside-hazard-task-frame	assessment-only	mixed-library-rendering-mode-requires-explicit-frame	constrain-to-assessment	Independent scene review: pass. Rights/provenance review: pass — text-only original generation; no source image or prohibited reconstruction supplied; native C2PA retained.
scene	scene.electrical.classroom-wet-power-strip	s008	n/a	phone=content/assets/derivatives/scenes/s008-phone.png;print=content/assets/derivatives/scenes/s008-print.png	tonal-line	3:2	contextual-full-scene	environmental-scene-high	ledger-independent-review-pass-at-720x480	ledger-independent-review-pass-grayscale	none-preserve-full-scene	hazard-task-frame;hazard-reference	decorative-brand-surface;cropped-or-filtered-use;outside-hazard-task-frame	assessment-only	mixed-library-rendering-mode-requires-explicit-frame	constrain-to-assessment	Independent scene review: pass. Rights/provenance review: pass — text-only original generation; no source image or prohibited reconstruction supplied; native C2PA retained.
scene	scene.sharps.restroom-broken-glass	s009	n/a	phone=content/assets/derivatives/scenes/s009-phone.png;print=content/assets/derivatives/scenes/s009-print.png	tonal-line	3:2	contextual-full-scene	environmental-scene-high	ledger-independent-review-pass-at-720x480	ledger-independent-review-pass-grayscale	none-preserve-full-scene	hazard-task-frame;hazard-reference	decorative-brand-surface;cropped-or-filtered-use;outside-hazard-task-frame	assessment-only	mixed-library-rendering-mode-requires-explicit-frame	constrain-to-assessment	Independent scene review: pass. Rights/provenance review: pass — text-only original generation; no source image or prohibited reconstruction supplied; native C2PA retained.
scene	scene.sharps.grounds-broken-bottle	s010	n/a	phone=content/assets/derivatives/scenes/s010-phone.png;print=content/assets/derivatives/scenes/s010-print.png	tonal-line	3:2	contextual-full-scene	environmental-scene-high	ledger-independent-review-pass-at-720x480	ledger-independent-review-pass-grayscale	none-preserve-full-scene	hazard-task-frame;hazard-reference	decorative-brand-surface;cropped-or-filtered-use;outside-hazard-task-frame	assessment-only	mixed-library-rendering-mode-requires-explicit-frame	constrain-to-assessment	Independent scene review: pass. Rights/provenance review: pass — text-only original generation; no source image or prohibited reconstruction supplied; native C2PA retained.
scene	scene.material.loading-unstable-stack	s011	n/a	phone=content/assets/derivatives/scenes/s011-phone.png;print=content/assets/derivatives/scenes/s011-print.png	tonal-line	3:2	contextual-full-scene	environmental-scene-high	ledger-independent-review-pass-at-720x480	ledger-independent-review-pass-grayscale	none-preserve-full-scene	hazard-task-frame;hazard-reference	decorative-brand-surface;cropped-or-filtered-use;outside-hazard-task-frame	assessment-only	mixed-library-rendering-mode-requires-explicit-frame	constrain-to-assessment	Independent scene review: pass. Rights/provenance review: pass — text-only original generation; no source image or prohibited reconstruction supplied; native C2PA retained.
scene	scene.material.cafeteria-obscured-vision	s012	n/a	phone=content/assets/derivatives/scenes/s012-phone.png;print=content/assets/derivatives/scenes/s012-print.png	tonal-line	3:2	contextual-full-scene	environmental-scene-high	ledger-independent-review-pass-at-720x480	ledger-independent-review-pass-grayscale	none-preserve-full-scene	hazard-task-frame;hazard-reference	decorative-brand-surface;cropped-or-filtered-use;outside-hazard-task-frame	assessment-only	mixed-library-rendering-mode-requires-explicit-frame	constrain-to-assessment	Independent scene review: pass. Rights/provenance review: pass — text-only original generation; no source image or prohibited reconstruction supplied; native C2PA retained.
scene	scene.biological.restroom-bare-hand-cleaning	s013	n/a	phone=content/assets/derivatives/scenes/s013-phone.png;print=content/assets/derivatives/scenes/s013-print.png	tonal-line	3:2	contextual-full-scene	environmental-scene-high	ledger-independent-review-pass-at-720x480	ledger-independent-review-pass-grayscale	none-preserve-full-scene	hazard-task-frame;hazard-reference	decorative-brand-surface;cropped-or-filtered-use;outside-hazard-task-frame	assessment-only	mixed-library-rendering-mode-requires-explicit-frame	constrain-to-assessment	Independent scene review: pass. Rights/provenance review: pass — text-only original generation; no source image or prohibited reconstruction supplied; native C2PA retained.
scene	scene.biological.cafeteria-mop-on-table	s014	n/a	phone=content/assets/derivatives/scenes/s014-phone.png;print=content/assets/derivatives/scenes/s014-print.png	tonal-line	3:2	contextual-full-scene	environmental-scene-high	ledger-independent-review-pass-at-720x480	ledger-independent-review-pass-grayscale	none-preserve-full-scene	hazard-task-frame;hazard-reference	decorative-brand-surface;cropped-or-filtered-use;outside-hazard-task-frame	assessment-only	mixed-library-rendering-mode-requires-explicit-frame	constrain-to-assessment	Independent scene review: pass. Rights/provenance review: pass — text-only original generation; no source image or prohibited reconstruction supplied; native C2PA retained.
scene	scene.machine.gym-unguarded-fan	s015	n/a	phone=content/assets/derivatives/scenes/s015-phone.png;print=content/assets/derivatives/scenes/s015-print.png	tonal-line	3:2	contextual-full-scene	environmental-scene-high	ledger-independent-review-pass-at-720x480	ledger-independent-review-pass-grayscale	none-preserve-full-scene	hazard-task-frame;hazard-reference	decorative-brand-surface;cropped-or-filtered-use;outside-hazard-task-frame	assessment-only	mixed-library-rendering-mode-requires-explicit-frame	constrain-to-assessment	Independent scene review: pass. Rights/provenance review: pass — text-only original generation; no source image or prohibited reconstruction supplied; native C2PA retained.
scene	scene.machine.utility-saw-guard	s016	n/a	phone=content/assets/derivatives/scenes/s016-phone.png;print=content/assets/derivatives/scenes/s016-print.png	tonal-line	3:2	contextual-full-scene	environmental-scene-high	ledger-independent-review-pass-at-720x480	ledger-independent-review-pass-grayscale	none-preserve-full-scene	hazard-task-frame;hazard-reference	decorative-brand-surface;cropped-or-filtered-use;outside-hazard-task-frame	assessment-only	mixed-library-rendering-mode-requires-explicit-frame	constrain-to-assessment	Independent scene review: pass. Rights/provenance review: pass — project-owned generated remediation candidate used only for targeted geometry refinement; no external source image or prohibited reconstruction supplied; native C2PA retained.
scene	scene.zero.classroom-orderly	s017	n/a	phone=content/assets/derivatives/scenes/s017-phone.png;print=content/assets/derivatives/scenes/s017-print.png	photoreal-color	3:2	contextual-full-scene	environmental-scene-high	ledger-independent-review-pass-at-720x480	ledger-independent-review-pass-grayscale	none-preserve-full-scene	hazard-task-frame;safe-scene-reference	decorative-brand-surface;cropped-or-filtered-use;outside-hazard-task-frame	assessment-only	mixed-library-rendering-mode-requires-explicit-frame	constrain-to-assessment	Independent scene review: pass. Rights/provenance review: pass — text-only original generation; no source image or prohibited reconstruction supplied; native C2PA retained.
